"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"ASV232";"Eukaryota";"Ascomycota";"Dothideomycetes";"NA";"NA";"Cryomyces"
"ASV233";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Phialocephala"
"ASV234";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Taylorella"
"ASV235";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Omphalotaceae";"Collybiopsis"
"ASV236";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Neotyphodium"
"ASV237";"Eukaryota";"Oomycota";"NA";"Saprolegniales";"Saprolegniaceae";"Achlya"
"ASV238";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Microbacterium"
"ASV239";"Eukaryota";"Bacillariophyta";"Bacillariophyceae";"Naviculales";"Naviculaceae";"Mayamaea"
"ASV240";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Auriculariaceae";"Auricularia"
"ASV241";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Apophysomyces"
"ASV242";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Actinomortierella"
"ASV243";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Synechococcales";"Trichocoleusaceae";"Trichothermofontia"
"ASV244";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Stylonectria"
"ASV245";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Trypanosoma"
"ASV246";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula"
"ASV247";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Gomphales";"Gautieriaceae";"Gautieria"
"ASV248";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Paraburkholderia"
"ASV249";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Sarocladiaceae";"Sarocladium"
"ASV250";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Tulasnellaceae";"Tulasnella"
"ASV251";"Eukaryota";"Ascomycota";"NA";"NA";"NA";"Saitoella"
"ASV252";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Thelephora"
"ASV253";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Trechisporales";"NA";"Sistotremastrum"
"ASV254";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Tricholomella"
"ASV255";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus"
"ASV256";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Pleurotus"
"ASV257";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Stagonosporopsis"
"ASV258";"Eukaryota";"Apicomplexa";"Aconoidasida";"Haemosporida";"Plasmodiidae";"Plasmodium"
"ASV259";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Hydnaceae";"Hydnum"
"ASV260";"Eukaryota";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Umbelopsidaceae";"Umbelopsis"
"ASV261";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Hydnaceae";"Clavulina"
"ASV262";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"NA";"Dendrothele"
"ASV263";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Mycenaceae";"Roridomyces"
"ASV264";"Eukaryota";"Evosea";"Eumycetozoa";"Dictyosteliales";"Dictyosteliaceae";"Dictyostelium"
"ASV265";"Eukaryota";"NA";"Pelagophyceae";"Pelagomonadales";"NA";"Pelagomonas"
"ASV266";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Xylaria"
"ASV267";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Mollisia"
"ASV268";"Eukaryota";"Ascomycota";"Dothideomycetes";"Myriangiales";"Myriangiaceae";"Myriangium"
"ASV269";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Ustilago"
"ASV270";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Exobasidiales";"Exobasidiaceae";"Exobasidium"
"ASV271";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"NA";"Nadsonia"
"ASV272";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Corynebacteriaceae";"Corynebacterium"
"ASV273";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhodovibrionaceae";"Fodinicurvata"
"ASV274";"Eukaryota";"Evosea";"Variosea";"Cavosteliida";"Cavosteliaceae";"Planoprotostelium"
"ASV275";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Gyrodontaceae";"Gyrodon"
"ASV276";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"NA";"NA";"Botryococcus"
"ASV277";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Amniculicolaceae";"Amniculicola"
"ASV278";"Eukaryota";"Ascomycota";"Dothideomycetes";"Microthyriales";"Microthyriaceae";"Microthyrium"
"ASV279";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Dysgonomonadaceae";"Dysgonomonas"
"ASV280";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Crithidia"
"ASV281";"Eukaryota";"NA";"NA";"Jakobida";"Andaluciidae";"Andalucia"
"ASV282";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Glomerellaceae";"Colletotrichum"
"ASV283";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Rhizopodaceae";"Rhizopus"
"ASV284";"Eukaryota";"Ascomycota";"Dothideomycetes";"Myriangiales";"Elsinoaceae";"Elsinoe"
"ASV285";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"NA";"Thiomonas"
"ASV286";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Neisseriales";"Chromobacteriaceae";"Chromobacterium"
"ASV287";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"NA";"Rhizobacter"
"ASV288";"Archaea";"Nitrososphaerota";"Nitrososphaeria";"Nitrosopumilales";"Nitrosopumilaceae";"Nitrosopumilus"
"ASV289";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Paenalcaligenes"
"ASV290";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"ASV291";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Syncephalastraceae";"Syncephalastrum"
"ASV292";"Bacteria";"Thermodesulfobacteriota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";"Lawsonia"
"ASV293";"Eukaryota";"Evosea";"NA";"Mastigamoebida";"Entamoebidae";"Entamoeba"
"ASV294";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Weeksellaceae";"Riemerella"
"ASV295";"Eukaryota";"Preaxostyla";"NA";"Oxymonadida";"Streblomastigidae";"Streblomastix"
"ASV296";"Eukaryota";"Chlorophyta";"Chlorophyceae";"Chlamydomonadales";"Haematococcaceae";"Haematococcus"
"ASV297";"Bacteria";"Actinomycetota";"Thermoleophilia";"Solirubrobacterales";"Paraconexibacteraceae";"Paraconexibacter"
"ASV298";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Serpulaceae";"Serpula"
"ASV299";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Bipolaris"
"ASV300";"Eukaryota";"Ascomycota";"NA";"Thelocarpales";"Thelocarpaceae";"Thelocarpon"
"ASV301";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Podila"
"ASV302";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Stachybotrys"
"ASV303";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Schizopora"
"ASV304";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Propionibacteriaceae";"Propionibacterium"
"ASV305";"Eukaryota";"Haptophyta";"NA";"Prymnesiales";"Chrysochromulinaceae";"Chrysochromulina"
"ASV306";"Bacteria";"Armatimonadota";"Armatimonadia";"Capsulimonadales";"Capsulimonadaceae";"Capsulimonas"
"ASV307";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Spirosomaceae";"Flectobacillus"
"ASV308";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Polychytriales";"NA";"Polychytrium"
"ASV309";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Archaeosporales";"Ambisporaceae";"Ambispora"
"ASV310";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerococcus"
"ASV311";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Oscillatoriaceae";"Argonema"
"ASV312";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Phaeosphaeria"
"ASV313";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora"
"ASV314";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Nocardiaceae";"Rhodococcus"
"ASV315";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Wickerhamiella"
"ASV316";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Segetibacter"
"ASV317";"Eukaryota";"Rhodophyta";"Bangiophyceae";"Bangiales";"Bangiaceae";"Porphyra"
"ASV318";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Ajellomycetaceae";"Histoplasma"
"ASV319";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Dissoconiaceae";"Dissoconium"
"ASV320";"Eukaryota";"Tubulinea";"Elardia";"Leptomyxida";"Flabellulidae";"Flabellula"
"ASV321";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Diaporthaceae";"Diaporthe"
"ASV322";"Eukaryota";"Apicomplexa";"Aconoidasida";"Piroplasmida";"Theileriidae";"Theileria"
"ASV323";"Eukaryota";"Endomyxa";"Phytomyxea";"Plasmodiophorida";"Plasmodiophoridae";"Plasmodiophora"
"ASV324";"Eukaryota";"NA";"Dinophyceae";"Gymnodiniales";"Kareniaceae";"Karenia"
"ASV325";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Chroococcales";"Entophysalidaceae";"Chlorogloea"
"ASV326";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Rickettsia"
"ASV327";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Paxillaceae";"Paxillus"
"ASV328";"Eukaryota";"Mucoromycota";"Endogonomycetes";"Endogonales";"NA";"Bifiguratus"
"ASV329";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Cylindrodendrum"
"ASV330";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Shigella"
"ASV331";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus"
"ASV332";"Eukaryota";"Oomycota";"NA";"Saprolegniales";"Saprolegniaceae";"Saprolegnia"
"ASV333";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Achromobacter"
"ASV334";"Eukaryota";"NA";"Phaeophyceae";"Ectocarpales";"Ectocarpaceae";"Ectocarpus"
"ASV335";"Eukaryota";"Evosea";"Eumycetozoa";"Physariida";"Physaraceae";"Physarum"
"ASV336";"Eukaryota";"Ascomycota";"Leotiomycetes";"NA";"Pseudeurotiaceae";"Pseudogymnoascus"
"ASV337";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Ophiocordyceps"
"ASV338";"Bacteria";"Myxococcota";"NA";"Polyangiales";"Polyangiaceae";"Minicystis"
"ASV339";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Massarinaceae";"Byssothecium"
"ASV340";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Arenibacter"
"ASV341";"Eukaryota";"Ascomycota";"Lichinomycetes";"Lichinales";"Lichinaceae";"Phylliscum"
"ASV342";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Funneliformis"
"ASV343";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";"Monilinia"
"ASV344";"Eukaryota";"NA";"Glaucocystophyceae";"NA";"Cyanophoraceae";"Cyanophora"
"ASV345";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Oscillatoriaceae";"Oscillatoria"
"ASV346";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Trematosphaeriaceae";"Trematosphaeria"
"ASV347";"Eukaryota";"Ascomycota";"Arthoniomycetes";"Arthoniales";"Lecanographaceae";"Alyxoria"
"ASV348";"Bacteria";"Actinomycetota";"Actinomycetes";"Kineosporiales";"Kineosporiaceae";"Kineosporia"
"ASV349";"Bacteria";"Fibrobacterota";"Fibrobacteria";"Fibrobacterales";"Fibrobacteraceae";"Fibrobacter"
"ASV350";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Ramalinaceae";"Bacidia"
"ASV351";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Pararhodospirillum"
"ASV352";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia"
"ASV353";"Eukaryota";"NA";"Eustigmatophyceae";"Eustigmatales";"Monodopsidaceae";"Microchloropsis"
"ASV354";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Avibacterium"
"ASV355";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Herminiimonas"
"ASV356";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pseudacidovorax"
"ASV357";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Neisseria"
"ASV358";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Amaricoccus"
"ASV359";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces"
"ASV360";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium"
"ASV361";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhodoferax"
"ASV362";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Janthinobacterium"
"ASV363";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Xanthoria"
"ASV364";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Flavoplaca"
"ASV365";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Tenuifilaceae";"Tenuifilum"
"ASV366";"Eukaryota";"Ascomycota";"Dothideomycetes";"NA";"NA";"Coniosporium"
"ASV367";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Promicromonosporaceae";"Isoptericola"
"ASV368";"Eukaryota";"Rhodophyta";"Bangiophyceae";"Galdieriales";"Galdieriaceae";"Galdieria"
"ASV369";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Lacunisphaera"
"ASV370";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Mycobacteriaceae";"Mycobacteroides"
"ASV371";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Sphaerotilaceae";"Scleromatobacter"
"ASV372";"Bacteria";"Actinomycetota";"Actinomycetes";"Nakamurellales";"Nakamurellaceae";"Nakamurella"
"ASV373";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"ASV374";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"NA";"Batrachochytrium"
"ASV375";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Sordariaceae";"Neurospora"
"ASV376";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";"Coccidioides"
"ASV377";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Ostropales";"Graphidaceae";"Gomphillus"
"ASV378";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lindgomycetaceae";"Clohesyomyces"
"ASV379";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Eubodonida";"Bodonidae";"Bodo"
"ASV380";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Microcoleaceae";"Kamptonema"
"ASV381";"Eukaryota";"Chlorophyta";"Mamiellophyceae";"Mamiellales";"Bathycoccaceae";"Bathycoccus"
"ASV382";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Prasiolales";"Stichococcaceae";"Stichococcus"
"ASV383";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Nostocaceae";"Nostoc"
"ASV384";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Phyllobacteriaceae";"Mesorhizobium"
"ASV385";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Candidatus Comchoanobacterales";"Candidatus Comchoanobacteraceae";"Candidatus Comchoanobacter"
"ASV386";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Trebouxiales";"Trebouxiaceae";"Parietochloris"
"ASV387";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Lyophyllum"
"ASV388";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Marasmius"
"ASV389";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Kalmusia"
"ASV390";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Mycobacteriaceae";"Mycolicibacterium"
"ASV391";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Alteromonadales";"Alteromonadaceae";"Alteromonas"
"ASV392";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Asticcacaulis"
"ASV393";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Watanabeales";"NA";"Watanabea"
"ASV394";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Synechococcales";"Merismopediaceae";"Synechocystis"
"ASV395";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Gamsiella"
"ASV396";"Eukaryota";"Chlorophyta";"Ulvophyceae";"Dasycladales";"Polyphysaceae";"Acetabularia"
"ASV397";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"Rutstroemia"
"ASV398";"Eukaryota";"Ascomycota";"Candelariomycetes";"Candelariales";"Candelariaceae";"Candelaria"
"ASV399";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Plenodomus"
"ASV400";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Methylococcales";"Methylococcaceae";"Methylomonas"
"ASV401";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus"
"ASV402";"Eukaryota";"Apicomplexa";"Conoidasida";"Eucoccidiorida";"Cryptosporidiidae";"Cryptosporidium"
"ASV403";"Bacteria";"Bacteroidota";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Pedobacter"
"ASV404";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytriomycetaceae";"Chytriomyces"
"ASV405";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiobolus"
"ASV406";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Salinomyces"
"ASV407";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Hymenoscyphus"
"ASV408";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"NA";"Tilletiopsis"
"ASV409";"Eukaryota";"Haptophyta";"NA";"Isochrysidales";"Noelaerhabdaceae";"Emiliania"
"ASV410";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis"
"ASV411";"Bacteria";"Actinomycetota";"Thermoleophilia";"Solirubrobacterales";"Patulibacteraceae";"Patulibacter"
"ASV412";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Didymella"
"ASV413";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Weeksellaceae";"Cloacibacterium"
"ASV414";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Oceanospirillales";"Halomonadaceae";"Salinicola"
"ASV415";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Beutenbergiaceae";"Beutenbergia"
"ASV416";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Tulosesus"
"ASV417";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Kribbellaceae";"Kribbella"
"ASV418";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Sporormia"
"ASV419";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Schizophyllaceae";"Auriculariopsis"
"ASV420";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Acarosporales";"Acarosporaceae";"Pleopsidium"
"ASV421";"Eukaryota";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Calocera"
"ASV422";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Crassisporiaceae";"Crassisporium"
"ASV423";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clitocybaceae";"Lepista"
"ASV424";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Cupriavidus"
"ASV425";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Acarosporales";"Acarosporaceae";"Caeruleum"
"ASV426";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Haemophilus"
"ASV427";"Eukaryota";"Blastocladiomycota";"Blastocladiomycetes";"Blastocladiales";"Blastocladiaceae";"Allomyces"
"ASV428";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Caloplaca"
"ASV429";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Cladochytriales";"Cladochytriaceae";"Cladochytrium"
"ASV430";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Pigmentiphaga"
"ASV431";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"Agrobacterium"
"ASV432";"Eukaryota";"Evosea";"Eumycetozoa";"Acytosteliales";"Acytosteliaceae";"Acytostelium"
"ASV433";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Dankookia"
"ASV434";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"ASV435";"Eukaryota";"Ascomycota";"Dothideomycetes";"NA";"NA";"Peltaster"
"ASV436";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Diaphorobacter"
"ASV437";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Acidomyces"
"ASV438";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"Shinella"
"ASV439";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Methylobacteriaceae";"Microvirga"
"ASV440";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Caliciales";"Physciaceae";"Physcia"
"ASV441";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Virgisporangium"
"ASV442";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Polyporus"
"ASV443";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Trimorphomycetaceae";"Saitozyma"
"ASV444";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Sanguibacteraceae";"Sanguibacter"
"ASV445";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"NA";"Massariosphaeria"
"ASV446";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Endocarpon"
"ASV447";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora"
"ASV448";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Tricladiaceae";"Cudoniella"
"ASV449";"Eukaryota";"Rhodophyta";"Florideophyceae";"Gracilariales";"Gracilariaceae";"Gracilariopsis"
"ASV450";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Dendryphion"
